a,b,c
0.061,0.939,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.086,0.574,0.34
0.0,0.858,0.142
0.23,0.566,0.203
0.0,0.904,0.096
0.0,0.793,0.207
0.23,0.566,0.203
0.0,1.0,0.0
0.299,0.701,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.0,0.858,0.142
0.23,0.566,0.203
0.119,0.782,0.099
0.0,0.758,0.242
0.23,0.566,0.203
0.181,0.819,0.0
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.098,0.902,0.0
0.23,0.566,0.203
0.181,0.674,0.146
0.23,0.566,0.203
0.23,0.566,0.203
0.236,0.679,0.086
0.0,0.891,0.109
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.741,0.259
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.148,0.852,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.673,0.327
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.061,0.939,0.0
0.23,0.566,0.203
0.0,0.75,0.25
0.0,0.794,0.206
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.955,0.045
0.0,0.955,0.045
0.412,0.588,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.088,0.757,0.155
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.276,0.587,0.136
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.897,0.103
0.0,0.897,0.103
0.0,0.897,0.103
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.757,0.243
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.0,0.897,0.103
0.23,0.566,0.203
0.0,0.883,0.117
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.897,0.103
0.0,0.897,0.103
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.897,0.103
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.897,0.103
0.23,0.566,0.203
0.0,0.897,0.103
0.0,0.837,0.163
0.0,0.893,0.107
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.757,0.243
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.674,0.326
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.642,0.358
0.23,0.566,0.203
0.0,0.695,0.305
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.858,0.142
0.181,0.674,0.146
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.089,0.881,0.03
0.0,0.901,0.099
0.23,0.566,0.203
0.23,0.566,0.203
0.061,0.939,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.119,0.782,0.099
0.23,0.566,0.203
0.065,0.809,0.126
0.23,0.566,0.203
0.065,0.809,0.126
0.0,0.709,0.291
0.23,0.566,0.203
0.08,0.619,0.301
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.793,0.207
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.709,0.291
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.015,0.657,0.328
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.611,0.389
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.061,0.939,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.206,0.635,0.159
0.05,0.781,0.169
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.675,0.325
0.23,0.566,0.203
0.23,0.566,0.203
0.231,0.769,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.421,0.416,0.163
0.0,0.883,0.117
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.061,0.939,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.644,0.356
0.23,0.566,0.203
0.23,0.566,0.203
0.362,0.638,0.0
0.23,0.566,0.203
0.0,1.0,0.0
0.0,0.948,0.052
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.288,0.712,0.0
0.288,0.712,0.0
0.288,0.712,0.0
0.288,0.712,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.105,0.811,0.083
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.412,0.588,0.0
0.23,0.566,0.203
0.0,0.815,0.185
0.23,0.566,0.203
0.061,0.939,0.0
0.0,0.625,0.375
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.576,0.424
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.615,0.385
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.0,0.813,0.187
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.852,0.148
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.79,0.21
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.872,0.128
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.0,1.0,0.0
0.054,0.829,0.117
0.0,1.0,0.0
0.0,0.858,0.142
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.919,0.081
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.858,0.142
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.858,0.142
0.23,0.566,0.203
0.0,1.0,0.0
0.23,0.566,0.203
0.23,0.566,0.203
0.12,0.523,0.357
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.858,0.142
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.23,0.566,0.203
0.0,0.944,0.056
0.0,0.944,0.056
0.0,0.891,0.109
0.0,1.0,0.0
0.0,1.0,0.0
0.14,0.701,0.159
0.0,0.929,0.071
0.0,1.0,0.0
0.142,0.858,0.0
0.0,0.919,0.081
0.0,0.697,0.303
0.0,0.639,0.361
0.182,0.818,0.0
0.058,0.83,0.111
0.0,1.0,0.0
0.0,0.926,0.074
0.182,0.818,0.0
0.0,0.743,0.257
0.0,0.743,0.257
0.221,0.779,0.0
0.0,0.976,0.024
0.0,1.0,0.0
0.25,0.681,0.07
0.129,0.871,0.0
0.077,0.887,0.036
0.263,0.695,0.042
0.182,0.818,0.0
0.0,0.905,0.095
0.221,0.779,0.0
0.0,1.0,0.0
0.049,0.854,0.097
0.0,1.0,0.0
0.0,0.911,0.089
0.0,0.787,0.213
0.0,0.917,0.083
0.151,0.849,0.0
0.0,0.976,0.024
0.142,0.858,0.0
0.273,0.727,0.0
0.0,0.929,0.071
0.0,1.0,0.0
0.0,0.929,0.071
0.0,1.0,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.0,0.944,0.056
0.242,0.669,0.089
0.182,0.818,0.0
0.318,0.682,0.0
0.182,0.818,0.0
0.182,0.818,0.0
0.142,0.858,0.0
0.242,0.669,0.089
0.182,0.818,0.0
0.14,0.86,0.0
0.242,0.669,0.089
0.242,0.669,0.089
0.182,0.818,0.0
0.118,0.735,0.147
0.1,0.799,0.1
0.194,0.806,0.0
0.137,0.771,0.093
0.0,0.905,0.095
0.0,1.0,0.0
0.0,0.749,0.251
0.182,0.818,0.0
0.0,0.945,0.055
0.182,0.818,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.157,0.843,0.0
0.0,0.757,0.243
0.0,1.0,0.0
0.182,0.818,0.0
0.242,0.669,0.089
0.0,0.749,0.251
0.242,0.669,0.089
0.182,0.818,0.0
0.0,1.0,0.0
0.14,0.86,0.0
0.107,0.711,0.182
0.0,1.0,0.0
0.0,1.0,0.0
0.284,0.624,0.092
0.0,1.0,0.0
0.254,0.557,0.189
0.242,0.669,0.089
0.118,0.735,0.147
0.137,0.771,0.093
0.306,0.694,0.0
0.182,0.818,0.0
0.157,0.843,0.0
0.221,0.779,0.0
0.0,0.845,0.155
0.137,0.771,0.093
0.0,0.864,0.136
0.0,0.954,0.046
0.215,0.785,0.0
0.0,0.903,0.097
0.212,0.648,0.14
0.0,1.0,0.0
0.242,0.669,0.089
0.0,1.0,0.0
0.123,0.877,0.0
0.364,0.636,0.0
0.0,1.0,0.0
0.109,0.891,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.137,0.771,0.093
0.0,0.95,0.05
0.0,1.0,0.0
0.0,1.0,0.0
0.058,0.909,0.033
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.182,0.818,0.0
0.044,0.956,0.0
0.044,0.956,0.0
0.157,0.843,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.128,0.872,0.0
0.0,1.0,0.0
0.151,0.849,0.0
0.0,1.0,0.0
0.291,0.709,0.0
0.0,1.0,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.0,0.652,0.348
0.182,0.818,0.0
0.0,0.926,0.074
0.263,0.612,0.125
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.049,0.854,0.097
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.109,0.891,0.0
0.182,0.818,0.0
0.0,0.962,0.038
0.0,0.864,0.136
0.131,0.813,0.056
0.182,0.818,0.0
0.0,1.0,0.0
0.182,0.818,0.0
0.217,0.783,0.0
0.16,0.661,0.179
0.221,0.779,0.0
0.0,0.909,0.091
0.0,0.95,0.05
0.0,1.0,0.0
0.0,1.0,0.0
0.059,0.731,0.21
0.182,0.818,0.0
0.0,0.795,0.205
0.0,1.0,0.0
0.0,1.0,0.0
0.136,0.682,0.181
0.045,0.651,0.304
0.0,1.0,0.0
0.242,0.669,0.089
0.073,0.599,0.328
0.145,0.855,0.0
0.242,0.669,0.089
0.0,0.778,0.222
0.068,0.932,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.12,0.83,0.05
0.0,1.0,0.0
0.242,0.669,0.089
0.137,0.771,0.093
0.0,1.0,0.0
0.0,0.697,0.303
0.0,1.0,0.0
0.28,0.72,0.0
0.108,0.83,0.062
0.0,1.0,0.0
0.0,1.0,0.0
0.221,0.779,0.0
0.0,0.962,0.038
0.0,0.697,0.303
0.0,1.0,0.0
0.0,0.864,0.136
0.0,0.864,0.136
0.0,0.887,0.113
0.095,0.84,0.066
0.062,0.837,0.101
0.0,1.0,0.0
0.284,0.624,0.092
0.182,0.818,0.0
0.059,0.881,0.059
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.093,0.865,0.042
0.0,1.0,0.0
0.0,1.0,0.0
0.076,0.848,0.076
0.122,0.878,0.0
0.0,1.0,0.0
0.109,0.891,0.0
0.0,1.0,0.0
0.126,0.605,0.269
0.182,0.818,0.0
0.242,0.669,0.089
0.182,0.818,0.0
0.263,0.695,0.042
0.06,0.817,0.122
0.0,0.697,0.303
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.182,0.818,0.0
0.0,0.962,0.038
0.087,0.847,0.065
0.0,0.938,0.062
0.284,0.624,0.092
0.0,0.944,0.056
0.0,0.697,0.303
0.157,0.843,0.0
0.0,0.911,0.089
0.289,0.711,0.0
0.0,1.0,0.0
0.108,0.83,0.062
0.284,0.624,0.092
0.182,0.818,0.0
0.0,0.801,0.199
0.0,1.0,0.0
0.182,0.818,0.0
0.36,0.64,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.056,0.944,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.182,0.818,0.0
0.284,0.624,0.092
0.221,0.779,0.0
0.182,0.818,0.0
0.0,0.944,0.056
0.0,1.0,0.0
0.182,0.818,0.0
0.063,0.796,0.141
0.108,0.83,0.062
0.0,1.0,0.0
0.093,0.865,0.042
0.284,0.624,0.092
0.284,0.624,0.092
0.221,0.779,0.0
0.163,0.837,0.0
0.109,0.891,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.929,0.071
0.0,1.0,0.0
0.157,0.843,0.0
0.049,0.854,0.097
0.0,1.0,0.0
0.063,0.886,0.051
0.109,0.891,0.0
0.0,1.0,0.0
0.182,0.818,0.0
0.182,0.818,0.0
0.137,0.771,0.093
0.151,0.849,0.0
0.284,0.624,0.092
0.17,0.83,0.0
0.09,0.828,0.083
0.0,0.917,0.083
0.0,0.89,0.11
0.0,1.0,0.0
0.0,0.955,0.045
0.0,0.902,0.098
0.093,0.865,0.042
0.0,1.0,0.0
0.0,1.0,0.0
0.182,0.818,0.0
0.157,0.843,0.0
0.284,0.624,0.092
0.0,1.0,0.0
0.059,0.881,0.059
0.0,0.887,0.113
0.108,0.83,0.062
0.36,0.64,0.0
0.0,1.0,0.0
0.145,0.855,0.0
0.0,1.0,0.0
0.063,0.867,0.07
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.926,0.074
0.182,0.818,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.092,0.695,0.213
0.242,0.669,0.089
0.36,0.64,0.0
0.0,0.926,0.074
0.0,1.0,0.0
0.284,0.624,0.092
0.0,0.732,0.268
0.093,0.865,0.042
0.0,1.0,0.0
0.0,1.0,0.0
0.242,0.669,0.089
0.182,0.818,0.0
0.0,0.862,0.138
0.182,0.818,0.0
0.182,0.818,0.0
0.137,0.771,0.093
0.063,0.886,0.051
0.0,0.944,0.056
0.107,0.678,0.215
0.284,0.624,0.092
0.182,0.818,0.0
0.182,0.818,0.0
0.09,0.841,0.07
0.182,0.818,0.0
0.059,0.941,0.0
0.284,0.624,0.092
0.182,0.818,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.929,0.071
0.284,0.624,0.092
0.284,0.624,0.092
0.0,0.697,0.303
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.125,0.804,0.071
0.182,0.818,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.093,0.865,0.042
0.221,0.779,0.0
0.284,0.624,0.092
0.11,0.761,0.129
0.157,0.843,0.0
0.131,0.813,0.056
0.218,0.782,0.0
0.0,1.0,0.0
0.195,0.805,0.0
0.05,0.838,0.113
0.182,0.818,0.0
0.0,1.0,0.0
0.242,0.669,0.089
0.221,0.779,0.0
0.0,0.976,0.024
0.182,0.818,0.0
0.059,0.881,0.059
0.219,0.781,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.157,0.843,0.0
0.0,0.778,0.222
0.091,0.909,0.0
0.182,0.818,0.0
0.182,0.818,0.0
0.36,0.64,0.0
0.182,0.818,0.0
0.0,0.944,0.056
0.0,1.0,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.142,0.858,0.0
0.0,1.0,0.0
0.0,0.778,0.222
0.0,0.911,0.089
0.182,0.818,0.0
0.137,0.783,0.08
0.182,0.818,0.0
0.182,0.818,0.0
0.0,1.0,0.0
0.0,0.787,0.213
0.182,0.818,0.0
0.092,0.695,0.213
0.221,0.779,0.0
0.231,0.769,0.0
0.0,0.63,0.37
0.093,0.865,0.042
0.182,0.818,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.131,0.813,0.056
0.0,1.0,0.0
0.053,0.884,0.063
0.092,0.695,0.213
0.236,0.764,0.0
0.0,0.697,0.303
0.157,0.843,0.0
0.0,0.976,0.024
0.093,0.865,0.042
0.0,1.0,0.0
0.291,0.709,0.0
0.131,0.813,0.056
0.0,0.697,0.303
0.131,0.813,0.056
0.0,1.0,0.0
0.187,0.813,0.0
0.0,1.0,0.0
0.221,0.779,0.0
0.221,0.779,0.0
0.438,0.562,0.0
0.0,0.697,0.303
0.0,0.887,0.113
0.093,0.865,0.042
0.36,0.64,0.0
0.092,0.695,0.213
0.157,0.843,0.0
0.0,0.909,0.091
0.0,1.0,0.0
0.125,0.804,0.071
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.795,0.205
0.0,1.0,0.0
0.092,0.695,0.213
0.0,1.0,0.0
0.242,0.669,0.089
0.0,0.801,0.199
0.095,0.905,0.0
0.0,1.0,0.0
0.299,0.613,0.088
0.291,0.709,0.0
0.14,0.86,0.0
0.0,0.934,0.066
0.0,1.0,0.0
0.072,0.928,0.0
0.0,0.82,0.18
0.0,0.976,0.024
0.0,1.0,0.0
0.093,0.865,0.042
0.0,1.0,0.0
0.0,1.0,0.0
0.538,0.462,0.0
0.0,1.0,0.0
0.0,0.697,0.303
0.137,0.771,0.093
0.0,1.0,0.0
0.0,1.0,0.0
0.131,0.813,0.056
0.0,1.0,0.0
0.102,0.853,0.045
0.0,1.0,0.0
0.0,0.743,0.257
0.181,0.819,0.0
0.0,0.743,0.257
0.0,1.0,0.0
0.125,0.804,0.071
0.102,0.898,0.0
0.242,0.669,0.089
0.0,0.858,0.142
0.221,0.779,0.0
0.14,0.86,0.0
0.0,1.0,0.0
0.0,0.915,0.085
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.926,0.074
0.242,0.669,0.089
0.12,0.83,0.05
0.0,0.957,0.043
0.0,1.0,0.0
0.0,0.926,0.074
0.0,0.926,0.074
0.093,0.865,0.042
0.12,0.83,0.05
0.0,1.0,0.0
0.242,0.669,0.089
0.131,0.813,0.056
0.0,1.0,0.0
0.12,0.83,0.05
0.166,0.834,0.0
0.0,1.0,0.0
0.0,0.858,0.142
0.221,0.779,0.0
0.0,1.0,0.0
0.131,0.813,0.056
0.246,0.663,0.091
0.0,1.0,0.0
0.221,0.779,0.0
0.0,1.0,0.0
0.0,0.861,0.139
0.0,1.0,0.0
0.181,0.674,0.146
0.181,0.674,0.146
0.0,0.727,0.273
0.193,0.807,0.0
0.181,0.674,0.146
0.056,0.843,0.102
0.216,0.648,0.136
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.097,0.903,0.0
0.181,0.674,0.146
0.0,1.0,0.0
0.054,0.83,0.116
0.097,0.903,0.0
0.06,0.838,0.102
0.216,0.648,0.136
0.181,0.674,0.146
0.198,0.802,0.0
0.155,0.56,0.284
0.181,0.674,0.146
0.0,1.0,0.0
0.0,1.0,0.0
0.181,0.674,0.146
0.216,0.648,0.136
0.0,0.934,0.066
0.181,0.674,0.146
0.09,0.652,0.258
0.181,0.674,0.146
0.181,0.674,0.146
0.09,0.652,0.258
0.053,0.838,0.109
0.181,0.674,0.146
0.181,0.674,0.146
0.099,0.901,0.0
0.181,0.674,0.146
0.0,0.759,0.241
0.075,0.925,0.0
0.181,0.674,0.146
0.214,0.786,0.0
0.061,0.742,0.197
0.214,0.786,0.0
0.181,0.674,0.146
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.061,0.742,0.197
0.053,0.947,0.0
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.0,0.958,0.042
0.185,0.718,0.097
0.0,0.934,0.066
0.0,0.92,0.08
0.0,1.0,0.0
0.096,0.904,0.0
0.053,0.838,0.109
0.216,0.648,0.136
0.09,0.652,0.258
0.155,0.56,0.284
0.09,0.652,0.258
0.181,0.674,0.146
0.061,0.742,0.197
0.0,0.888,0.112
0.216,0.648,0.136
0.181,0.674,0.146
0.0,1.0,0.0
0.181,0.674,0.146
0.181,0.674,0.146
0.0,1.0,0.0
0.181,0.674,0.146
0.0,1.0,0.0
0.181,0.674,0.146
0.09,0.652,0.258
0.085,0.915,0.0
0.216,0.648,0.136
0.181,0.674,0.146
0.09,0.652,0.258
0.0,0.885,0.115
0.06,0.838,0.102
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.0,0.9,0.1
0.181,0.674,0.146
0.216,0.648,0.136
0.0,1.0,0.0
0.216,0.648,0.136
0.09,0.652,0.258
0.09,0.652,0.258
0.0,0.867,0.133
0.079,0.727,0.194
0.09,0.652,0.258
0.155,0.56,0.284
0.181,0.674,0.146
0.0,1.0,0.0
0.06,0.838,0.102
0.09,0.652,0.258
0.053,0.838,0.109
0.181,0.674,0.146
0.09,0.652,0.258
0.181,0.674,0.146
0.0,0.934,0.066
0.0,1.0,0.0
0.053,0.838,0.109
0.181,0.674,0.146
0.0,1.0,0.0
0.09,0.652,0.258
0.181,0.674,0.146
0.0,1.0,0.0
0.143,0.857,0.0
0.0,0.727,0.273
0.216,0.648,0.136
0.181,0.674,0.146
0.155,0.56,0.284
0.181,0.674,0.146
0.0,1.0,0.0
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.0,0.934,0.066
0.0,0.949,0.051
0.216,0.648,0.136
0.181,0.674,0.146
0.0,0.669,0.331
0.0,1.0,0.0
0.216,0.648,0.136
0.181,0.674,0.146
0.06,0.838,0.102
0.181,0.674,0.146
0.181,0.674,0.146
0.053,0.838,0.109
0.099,0.901,0.0
0.181,0.674,0.146
0.216,0.648,0.136
0.053,0.838,0.109
0.181,0.674,0.146
0.0,1.0,0.0
0.09,0.652,0.258
0.181,0.674,0.146
0.09,0.652,0.258
0.0,0.934,0.066
0.181,0.674,0.146
0.09,0.652,0.258
0.09,0.652,0.258
0.053,0.892,0.055
0.09,0.652,0.258
0.181,0.674,0.146
0.0,1.0,0.0
0.181,0.674,0.146
0.181,0.674,0.146
0.138,0.862,0.0
0.155,0.56,0.284
0.0,1.0,0.0
0.346,0.654,0.0
0.0,1.0,0.0
0.181,0.674,0.146
0.181,0.674,0.146
0.095,0.905,0.0
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.0,0.912,0.088
0.0,0.934,0.066
0.05,0.838,0.113
0.216,0.648,0.136
0.09,0.652,0.258
0.181,0.674,0.146
0.181,0.674,0.146
0.155,0.56,0.284
0.0,1.0,0.0
0.061,0.742,0.197
0.181,0.674,0.146
0.216,0.648,0.136
0.0,0.727,0.273
0.216,0.648,0.136
0.216,0.648,0.136
0.181,0.674,0.146
0.09,0.652,0.258
0.181,0.674,0.146
0.167,0.833,0.0
0.065,0.935,0.0
0.143,0.857,0.0
0.181,0.674,0.146
0.231,0.769,0.0
0.0,0.934,0.066
0.181,0.674,0.146
0.216,0.648,0.136
0.06,0.838,0.102
0.053,0.838,0.109
0.0,0.934,0.066
0.181,0.674,0.146
0.09,0.652,0.258
0.181,0.674,0.146
0.0,1.0,0.0
0.181,0.674,0.146
0.053,0.838,0.109
0.0,1.0,0.0
0.0,0.944,0.056
0.09,0.652,0.258
0.041,0.959,0.0
0.0,1.0,0.0
0.0,0.727,0.273
0.06,0.838,0.102
0.216,0.648,0.136
0.181,0.674,0.146
0.181,0.674,0.146
0.0,1.0,0.0
0.216,0.648,0.136
0.0,1.0,0.0
0.181,0.674,0.146
0.0,1.0,0.0
0.061,0.742,0.197
0.0,1.0,0.0
0.0,0.812,0.188
0.181,0.674,0.146
0.061,0.742,0.197
0.09,0.652,0.258
0.0,0.818,0.182
0.086,0.827,0.086
0.09,0.652,0.258
0.181,0.674,0.146
0.09,0.652,0.258
0.06,0.838,0.102
0.0,0.934,0.066
0.0,0.533,0.467
0.0,0.909,0.091
0.053,0.838,0.109
0.053,0.838,0.109
0.189,0.811,0.0
0.181,0.674,0.146
0.118,0.882,0.0
0.0,0.857,0.143
0.09,0.652,0.258
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.181,0.674,0.146
0.09,0.652,0.258
0.155,0.56,0.284
0.181,0.674,0.146
0.09,0.652,0.258
0.09,0.652,0.258
0.181,0.674,0.146
0.181,0.674,0.146
0.061,0.742,0.197
0.041,0.959,0.0
0.0,0.934,0.066
0.043,0.897,0.06
0.061,0.742,0.197
0.181,0.674,0.146
0.061,0.742,0.197
0.0,0.934,0.066
0.181,0.674,0.146
0.216,0.648,0.136
0.176,0.824,0.0
0.261,0.613,0.126
0.09,0.652,0.258
0.09,0.652,0.258
0.181,0.674,0.146
0.061,0.742,0.197
0.09,0.652,0.258
0.181,0.674,0.146
0.0,0.934,0.066
